osm_id,latitude,longitude,addr:city,addr:country,addr:district,addr:housenumber,addr:postcode,addr:province,addr:street,addr:subdistrict,addr:suburb,alt_name,amenity,attribution,barrier,building,check_date,comment,conflict_date,conflict_type,contact:email,contact:facebook,date,denomination,description,education,fixme,grades,is_in:admin_level7,is_in:admin_level8,isced:level,min_age,name,name:en,name:fr,nearest_conflict_dist_km,note,old_name,opening_hours,operator,operator:type,osm_id,osm_type,phone,religion,school:CD,school:gender,short_name,source,source:date,source:name,source_ref,surface,survey:date,type,website,wheelchair,wikidata,wikimedia_commons,wikipedia
7077077286,-1.677355,29.2166729,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,UNIGOM,Goma University,,0.9,,,,,,7077077286,node,,,,,,,,,,,,,https://www.unigom.ac.cd/,,Q3551591,Category:Université de Goma,en:University of Goma
7139744385,-2.5006292,28.8805823,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,ISM,,,3.4,,,,,,7139744385,node,,,,,,,,,,,,,,,,,
7149683336,-1.6387598,29.2065337,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Ecole St Ubald,,,3.78,,,,,,7149683336,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149683337,-1.6362286,29.2046189,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Secondaire Kibali,,,4.13,,,,,,7149683337,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149683338,-1.6372467,29.206,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe SColaire Elim,,,3.96,,,,,,7149683338,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149683340,-1.6408592,29.2043654,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Ecole Primaire A Melissa,,,3.68,,,,,,7149683340,node,,,primaire,,,MSFsurvey,2019-12,,,,,,,,,,
7149683341,-1.6374533,29.2031217,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Comlexe Scolaire la source,,,4.08,,,,,,7149683341,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149683342,-1.637475,29.2024817,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Musamariya Mwema,,,4.11,,,,,,7149683342,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149683343,-1.6414274,29.2059281,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Kisima,,,3.54,,,,,,7149683343,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149683344,-1.6372351,29.1927457,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Lutula,,,4.74,,,,,,7149683344,node,,,,,,MSFsurvey,2020-01,,,,,,,,,,
7149683345,-1.6376687,29.1928961,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Buuma,,,4.69,,,,,,7149683345,node,,,,,,MSFsurvey,2020-01,,,,,,,,,,
7149683348,-1.6354951,29.1932443,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire la Perfection,,,4.85,,,,,,7149683348,node,,,,,,MSFsurvey,2020-01,,,,,,,,,,
7149737526,-1.6448956,29.2200532,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Elaka,,,2.79,Ecole privé,,,,,7149737526,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149737529,-1.6499088,29.2143024,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Anane,,,2.32,Ecole privé,,,,,7149737529,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149737530,-1.6488994,29.214079,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Coplexe Scolaire open minds,,,2.44,Ecole privé,,,,,7149737530,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149737531,-1.6422086,29.2110233,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Don Beni,,,3.25,Ecole Privée d'Obedience Catholique,,,,,7149737531,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149737532,-1.642436,29.2086403,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe scolaire Ahadi,,,3.31,Ecole Privée Agrée,,,,,7149737532,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149737533,-1.6452548,29.2122406,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Kanaume,,,2.88,Coplexe scolaire,,,,,7149737533,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149737534,-1.6482446,29.212712,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire la restitution/ AROMA,,,2.55,Ecole privé,,,,,7149737534,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149737535,-1.6432052,29.2076796,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe scolaire Bon Berger,,,3.28,Ecole Privée Agrée,,,,,7149737535,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149737537,-1.6434637,29.219412,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe scolaire Saint Benoit,,,2.95,Complexe scolaire,,,,,7149737537,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149760760,-1.6451084,29.1987456,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Mbula,,,3.64,,,,,,7149760760,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149760761,-1.6528663,29.196333,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Sebyera,,,3.25,,,,,,7149760761,node,,,,,EP Sebyera,MSFsurvey,2020-01,,,,,,,,,,
7149760762,-1.65416,29.1960717,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire la Joie,,,3.19,,,,,,7149760762,node,,,,,,MSFsurvey,2020-01,,,,,,,,,,
7149760763,-1.6452164,29.1989694,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Kyezye,,,3.61,,,,,,7149760763,node,,,,,EP Kyezye,MSFsurvey,2019-12,,,,,,,,,,
7149760764,-1.6427933,29.1955671,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Saint Jacques,,,4.07,,,,,,7149760764,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149760765,-1.6441219,29.1977444,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Kigogo,,,3.79,,,,,,7149760765,node,,,,,EP Kigogo,MSFsurvey,2019-12,,,,,,,,,,
7149760766,-1.6447317,29.2008367,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Linda,,,3.53,,,,,,7149760766,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149760767,-1.6471767,29.1990983,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut 2 Injili,,,3.44,,,,,,7149760767,node,,,,,,MSFsurvey,2020-01,,,,,,,,,,
7149760768,-1.6451018,29.1979273,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Avenir,,,3.7,,,,,,7149760768,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149760769,-1.6528903,29.1978252,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Tom-mas,,,3.11,,,,,,7149760769,node,,,,,,MSFsurvey,2020-01,,,,,,,,,,
7149760770,-1.6446803,29.1919734,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Nyabushongo,,,4.2,,,,,,7149760770,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149760771,-1.6458633,29.2018083,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire la Grace,,,3.36,,,,,,7149760771,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149760772,-1.6455254,29.201091,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Muzalimu,,,3.44,,,,,,7149760772,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149760773,-1.6447838,29.2029067,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Groupe scolaire la Reconciliation,,,3.39,,,,,,7149760773,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149760774,-1.650303,29.1981688,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Mwangaza,,,3.27,,,,,,7149760774,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149760775,-1.6470183,29.19923,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Ecole Primaire Lumiere,,,3.44,,,,,,7149760775,node,,,primaire,,,MSFsurvey,2020-01,,,,,,,,,,
7149760776,-1.6453904,29.2024247,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Institut Bethanie,,,3.36,,,,,,7149760776,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149760777,-1.6462062,29.2020982,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Chance Elysee,,,3.31,,,,,,7149760777,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149760778,-1.648384,29.2017901,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Taji/Dankier,,,3.14,,,,,,7149760778,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149760779,-1.6446817,29.204599,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Soleil Levant,,,3.29,,,,,,7149760779,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7149766045,-1.6381178,29.24024,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire NZIYI,,,4.2,Ecole privé,,,,,7149766045,node,,,,,,MSFsurvey,2020-01,,,,,,,,,,
7149766046,-1.6670862,29.2119063,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire la Reference,,,0.96,,,,,,7149766046,node,,,,,,MSFsurvey,2019-12,,,,,,,,,,
7292354785,-2.4979997,28.8865352,,,,,,,Avenue du Tanganyika,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Étoile,,,4.06,,,Mo-Sa 09:00-14:00,,,7292354785,node,,,,,,,,,,,,,,,,,
7302102385,-2.4939217,28.8886799,,,,,,,Avenue de La Montagne,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Espoir,,,4.35,,,Mo-Sa 09:00-14:00,,,7302102385,node,,,,,,,,,,,,,,,,,
7335621786,-2.5055617,28.8590894,,,,,,,Avenue du Maniema,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Groupe Scolaire Gardienat,,,1.18,,,Mo-Sa 09:00-14:00,,,7335621786,node,,,,,,,,,,,,,,,,,
7335626585,-2.505119,28.8587121,,,,,,,Avenue du Maniema,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Saint Michel,,,1.12,,,Mo-Sa 09:00-14:00,,,7335626585,node,,,,,,,,,,,,,,,,,
7387310580,-2.5058838,28.8687166,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Elite,,,2.18,,,,,,7387310580,node,,,,,,,,,,,,,,,,,
7387310581,-2.5185928,28.8532641,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Elo Nyamugo,,,2.1,,,,,,7387310581,node,,,,,,,,,,,,,,,,,
7387310582,-2.5137934,28.8401478,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Dane,,,1.88,,,,,,7387310582,node,,,,,,,,,,,,,,,,,
7387310583,-2.5353457,28.8568944,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Confiance,,,4.0,,,,,,7387310583,node,,,,,,,,,,,,,,,,,
7387310584,-1.661657,29.2299712,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Cross Style,,,1.45,,,,,,7387310584,node,,,,,,,,,,,,,,,,,
7387324586,-1.6627132,29.2304799,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Children'S Voice,,,1.42,,,,,,7387324586,node,,,,,,,,,,,,,,,,,
7387324587,-2.5097334,28.8580862,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Cebya,,,1.41,,,,,,7387324587,node,,,,,,,,,,,,,,,,,
7387324588,-2.5183642,28.8350163,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Charme,,,2.63,,,,,,7387324588,node,,,,,,,,,,,,,,,,,
7387324589,-2.5357122,28.8464153,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Busiba,,,3.99,,,,,,7387324589,node,,,,,,,,,,,,,,,,,
7387324590,-2.5175469,28.8500625,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Camp Cinema,,,1.95,,,,,,7387324590,node,,,,,,,,,,,,,,,,,
7387324591,-2.4978915,28.8792302,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Brain,,,3.26,,,,,,7387324591,node,,,,,,,,,,,,,,,,,
7387324592,-1.6414301,29.1986549,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Berceau du Savoir,,,3.96,,,,,,7387324592,node,,,,,,,,,,,,,,,,,
7387324594,-2.5366031,28.8563785,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Baraka,,,4.13,,,,,,7387324594,node,,,,,,,,,,,,,,,,,
7387324595,-2.5340543,28.8567455,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Amani,,,3.86,,,,,,7387324595,node,,,,,,,,,,,,,,,,,
7387324596,-2.5209522,28.8484079,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Ashuza,,,2.34,,,,,,7387324596,node,,,,,,,,,,,,,,,,,
7387324597,-2.5348335,28.8572302,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Aksante,,,3.96,,,,,,7387324597,node,,,,,,,,,,,,,,,,,
7387324599,-2.5104341,28.8450055,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Aigle de Vision,,,1.29,,,,,,7387324599,node,,,,,,,,,,,,,,,,,
7387324600,-2.4905073,28.8459703,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Rubangisa,,,1.15,,,,,,7387324600,node,,,,,,,,,,,,,,,,,
7387324601,-2.5288374,28.8429295,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Safi-Kwetu,,,3.3,,,,,,7387324601,node,,,,,,,,,,,,,,,,,
7387324602,-1.6611732,29.2143614,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Buke Lumière,,,1.16,,,,,,7387324602,node,,,,,,,,,,,,,,,,,
7387324603,-2.4950883,28.846592,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Karhale,,,0.66,,,,,,7387324603,node,,,,,,,,,,,,,,,,,
7387324610,-2.5309998,28.8573566,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Rehema,,,3.54,,,,,,7387324610,node,,,,,,,,,,,,,,,,,
7387324611,-2.5197083,28.8464933,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Oda,,,2.23,,,,,,7387324611,node,,,,,,,,,,,,,,,,,
7387324612,-2.467368,28.8340489,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Omega La Merveille,,,4.04,,,,,,7387324612,node,,,,,,,,,,,,,,,,,
7387324613,-2.5203501,28.8499222,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Namur,,,2.26,,,,,,7387324613,node,,,,,,,,,,,,,,,,,
7387324614,-2.4779361,28.8385326,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Noella,,,2.76,,,,,,7387324614,node,,,,,,,,,,,,,,,,,
7387324615,-1.6478551,29.2315251,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Mont Miko,,,2.78,,,,,,7387324615,node,,,,,,,,,,,,,,,,,
7387324616,-1.6765573,29.2329316,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Misericorde,,,1.61,,,,,,7387324616,node,,,,,,,,,,,,,,,,,
7387324617,-2.4997755,28.8568709,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Mon Bon Village,,,0.76,,,,,,7387324617,node,,,,,,,,,,,,,,,,,
7387324618,-2.4981123,28.8376244,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Merci Wesha,,,1.39,,,,,,7387324618,node,,,,,,,,,,,,,,,,,
7387324619,-2.5038017,28.8791262,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Michel,,,3.26,,,,,,7387324619,node,,,,,,,,,,,,,,,,,
7387324620,-2.4966758,28.8870037,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Matimanyi,,,4.13,,,,,,7387324620,node,,,,,,,,,,,,,,,,,
7387324621,-1.67642,29.2302525,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Matumaini,,,1.34,,,,,,7387324621,node,,,,,,,,,,,,,,,,,
7387324622,-2.5164843,28.8483232,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Mapatano,,,1.84,,,,,,7387324622,node,,,,,,,,,,,,,,,,,
7387324623,-2.5176022,28.8505916,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Maria Utuangaziye,,,1.96,,,,,,7387324623,node,,,,,,,,,,,,,,,,,
7387324624,-2.4987036,28.8776864,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Maman Gloria,,,3.08,,,,,,7387324624,node,,,,,,,,,,,,,,,,,
7387324625,-2.4854612,28.8347795,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Malkiya,,,2.34,,,,,,7387324625,node,,,,,,,,,,,,,,,,,
7387324627,-2.5078351,28.863423,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Maendeleo,,,1.73,,,,,,7387324627,node,,,,,,,,,,,,,,,,,
7387324628,-2.4895857,28.8430496,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire l'Héritage,,,1.39,,,,,,7387324628,node,,,,,,,,,,,,,,,,,
7387324629,-2.5139017,28.8482483,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Levert,,,1.56,,,,,,7387324629,node,,,,,,,,,,,,,,,,,
7387324630,-2.5028617,28.869508,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire le Miracle,,,2.19,,,,,,7387324630,node,,,,,,,,,,,,,,,,,
7387324631,-2.5094668,28.86396,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire le Prophète,,,1.87,,,,,,7387324631,node,,,,,,,,,,,,,,,,,
7387324632,-2.5006853,28.8826516,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Lapereau,,,3.63,,,,,,7387324632,node,,,,,,,,,,,,,,,,,
7387324633,-2.5182944,28.8365382,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire le Bonheur,,,2.52,,,,,,7387324633,node,,,,,,,,,,,,,,,,,
7387324634,-2.5265428,28.8519589,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire la Victoire,,,2.96,,,,,,7387324634,node,,,,,,,,,,,,,,,,,
7387324636,-2.5305162,28.8578789,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire la Souplexe,,,3.5,,,,,,7387324636,node,,,,,,,,,,,,,,,,,
7387324638,-2.4999743,28.8889416,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire la Reine,,,4.33,,,,,,7387324638,node,,,,,,,,,,,,,,,,,
7387324639,-2.4909031,28.8348116,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire la Puissance Divine,,,1.97,,,,,,7387324639,node,,,,,,,,,,,,,,,,,
7387324640,-2.5159348,28.8618897,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire la Persévérance,,,2.21,,,,,,7387324640,node,,,,,,,,,,,,,,,,,
7387324641,-2.4852941,28.8273723,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire la Production,,,3.0,,,,,,7387324641,node,,,,,,,,,,,,,,,,,
7387324642,-2.4928802,28.8452002,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire la Franchise,,,0.95,,,,,,7387324642,node,,,,,,,,,,,,,,,,,
7387324643,-2.4971207,28.8309555,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire la Gloire,,,2.14,,,,,,7387324643,node,,,,,,,,,,,,,,,,,
7387324644,-2.5051545,28.8402023,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire la Famille,,,1.23,,,,,,7387324644,node,,,,,,,,,,,,,,,,,
7387324645,-1.6744095,29.2290823,,,,,,,,,,,school,,,,2023-05-01,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire la Fontaine,,,1.12,,,,,,7387324645,node,,,,,,,,,,,,,,,,,
7387324646,-2.5156991,28.8519664,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire la Croisière,,,1.76,,,,,,7387324646,node,,,,,,,,,,,,,,,,,
7387324647,-2.5056618,28.8695049,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire la Decouverte,,,2.26,,,,,,7387324647,node,,,,,,,,,,,,,,,,,
7387324648,-2.5230821,28.8469798,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire la Colombe,,,2.59,,,,,,7387324648,node,,,,,,,,,,,,,,,,,
7387324649,-2.5164394,28.8387922,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire la Conscience,,,2.21,,,,,,7387324649,node,,,,,,,,,,,,,,,,,
7387324651,-2.5167136,28.8480548,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Kitoko 2,,,1.87,,,,,,7387324651,node,,,,,,,,,,,,,,,,,
7387324653,-2.5263808,28.8262397,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Jean-Jacques,,,3.95,,,,,,7387324653,node,,,,,,,,,,,,,,,,,
7387324654,-1.6760485,29.2305976,,,,,,,,,,,school,,,,2023-05-01,,2024-01-01,Battle,,,,,,,,,,,,,Complexe Scolaire Jericho,,,1.36,,,,,,7387324654,node,,,,,,,,,,,,,,,,,
7387324655,-2.4948781,28.8393075,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Ibuye,,,1.32,,,,,,7387324655,node,,,,,,,,,,,,,,,,,
7387324656,-2.5338495,28.8532633,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Incence,,,3.78,,,,,,7387324656,node,,,,,,,,,,,,,,,,,
7387324657,-2.5095872,28.8697014,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Gracia,,,2.43,,,,,,7387324657,node,,,,,,,,,,,,,,,,,
7387324658,-2.5222561,28.8490229,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Horizon,,,2.48,,,,,,7387324658,node,,,,,,,,,,,,,,,,,
7387324659,-2.5302361,28.8245192,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Fazili,,,4.4,,,,,,7387324659,node,,,,,,,,,,,,,,,,,
7387324660,-2.5309221,28.8528947,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Complexe Scolaire Foyer du Savoir,,,3.45,,,,,,7387324660,node,,,,,,,,,,,,,,,,,
7396262552,-1.6537761,29.2315696,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Nazardenne,,,2.22,,,,,,7396262552,node,,,,,EP Nazardenne,,,,,,,,,,,,
7396262553,-1.6543574,29.2335977,,,,,,,,,,,school,,,,,,2024-01-01,Battle,,,,,,,,,,,,,École Primaire Neema,,,2.3,,,,,,7396262553,node,,,,,EP Neema,,,,,,,,,,,,
7396262556,-2.4847735,28.8279648,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Ecole Primaire Mulambula,,,2.98,,,,,,7396262556,node,,,primaire,,,,,,,,,,,,,,
7396262559,-2.4966383,28.8283176,,,,,,,,,,,school,,,,,,2024-01-02,Violence against civilians,,,,,,,,,,,,,Ecole Primaire Mushekere,,,2.44,,,,,,7396262559,node,,,primaire,,,,,,,,,,,,,,
